AoA,Cd_grid_pressure,Cd_model_integrated_pressure,Cd_model_pressure,Cd_openfoam_total,Cl_grid_pressure,Cl_model_integrated_pressure,Cl_model_pressure,Cl_openfoam_total,L_over_D_model_pressure,L_over_D_openfoam_total,Re,U_inf,case,model,naca
2.0,0.01059595305220085,0.00797148850143172,0.02075580321252346,0.01982951,0.03538367226401733,0.004983559337621036,0.15996433794498444,0.1277074,7.706969289844997,6.440270082316708,500000.0,0.5,case_143,fno,0015
2.0,0.0105387857476856,0.002358335169959125,0.028004426509141922,0.01876188,0.03534412634287703,0.022198986506719854,0.379606693983078,0.1276884,13.555238985492421,6.805735885742793,1000000.0,1.0,case_144,fno,0015
4.0,0.013473195465198467,0.2184085171478672,0.021544447168707848,0.03146681,0.09857229218974485,0.403241863069559,0.19112485647201538,0.3368583,8.871188709340101,10.705193821680686,100000.0,0.09999999999999999,case_145,fno,0015
4.0,0.013239915691610293,0.05995160292093664,0.02277335152029991,0.02632034,0.09915018319784065,0.20050609460333643,0.23392531275749207,0.3391649,10.271887848785616,12.886037946318321,200000.0,0.19999999999999998,case_146,fno,0015
4.0,0.013096024049320264,0.012358753119933475,0.02752206102013588,0.02315345,0.09950377714843242,0.08371259308344953,0.36779338121414185,0.3405613,13.363584251377624,14.70887923829926,500000.0,0.5,case_147,fno,0015
4.0,0.013379667409803201,0.0037540022496230694,0.03756066411733627,0.02370617,0.09913642254002969,0.04551098537538322,0.5776144862174988,0.3388574,15.378175540588979,14.2940593102977,1000000.0,1.0,case_148,fno,0015
6.0,0.018330796325119275,0.4050105286032763,0.028897058218717575,0.04005517,0.15937543015004496,2.4152339574366106,0.4006425142288208,0.5395653,13.864474065021312,13.470553239444497,100000.0,0.09999999999999999,case_149,fno,0015
6.0,0.01813837947622152,0.10883530873311736,0.030810996890068054,0.03499802,0.16091146937588263,0.7215222228407887,0.44448184967041016,0.5447234,14.426078171254796,15.564406214980162,200000.0,0.19999999999999998,case_150,fno,0015
6.0,0.018485208250879372,0.021140373367074538,0.03699459880590439,0.03390455,0.15895977037142942,0.17570310181904994,0.5673534870147705,0.5377933,15.336116766435108,15.861980176701948,500000.0,0.5,case_151,fno,0015
6.0,0.018441406560733512,0.006050716695995971,0.04838573560118675,0.03287419,0.1593671954161245,0.07343488806235564,0.752265214920044,0.5392353,15.547251800003496,16.402998826739154,1000000.0,1.0,case_152,fno,0015
8.0,0.02510381159567944,0.7106896891431385,0.038596488535404205,0.05528746,0.212043859329654,4.777254781761981,0.5961552858352661,0.714028,15.445842574212893,12.914827340594051,100000.0,0.09999999999999999,case_153,fno,0015
8.0,0.025547565795412206,0.1882677085908768,0.040839362889528275,0.05114696,0.22001383099821611,1.336689665647394,0.6341666579246521,0.7389613,15.528319078828245,14.447804913527609,200000.0,0.19999999999999998,case_154,fno,0015
8.0,0.02483378436681194,0.03437760898554876,0.0477529875934124,0.04704097,0.21350271505508356,0.2859977214621776,0.7430894374847412,0.7206796,15.561108842271716,15.3202538127934,500000.0,0.5,case_155,fno,0015
8.0,0.0247988669364528,0.010161997579141144,0.060044072568416595,0.04605486,0.21413102654238508,0.11834110104481814,0.8918216228485107,0.7228498,14.852783708705532,15.695407607362174,1000000.0,1.0,case_156,fno,0015
10.0,0.03228396193890858,1.1286199721284722,0.0495201013982296,0.07027772,0.26424040161992207,7.588379659341661,0.768831729888916,0.8928403,15.525649346033097,12.704457401293041,100000.0,0.09999999999999999,case_157,fno,0015
10.0,0.03220412237304629,0.2930117802336783,0.05194336920976639,0.0656223,0.26735965712554693,2.067546404173571,0.8038496971130371,0.9034628,15.475501673116293,13.76761862964267,200000.0,0.19999999999999998,case_158,fno,0015
10.0,0.03239354706354871,0.05543750532663391,0.05941011756658554,0.06466602,0.25934789950815174,0.4522714962460867,0.8891484141349792,0.8766172,14.966279323356689,13.556071643190657,500000.0,0.5,case_159,fno,0015
10.0,0.03237383860645053,0.02484886427670994,0.06905161589384079,0.06374546,0.26019604155876214,0.23620110070534522,0.9187771677970886,0.8794872,13.305657744629855,13.796860199926394,1000000.0,1.0,case_160,fno,0015
-4.0,0.0007944359204709419,-0.04024745735179703,0.025770219042897224,0.031718,0.003257029417813883,-0.1020870169662941,-0.23261094093322754,-0.2589765,-9.026347061545046,-8.16496941799609,100000.0,0.09999999999999999,case_193,fno,2412
-4.0,0.0005634085376976358,-0.008783131398675701,0.024667009711265564,0.02681387,0.0030652856523398393,-0.0030113906582858708,-0.21018630266189575,-0.2613942,-8.5209478214906,-9.748469728539746,200000.0,0.19999999999999998,case_194,fno,2412
-4.0,0.00041918139762540165,-0.0006676433540517356,0.021022530272603035,0.02379198,0.002932822903559595,0.014738767681892213,-0.1354084610939026,-0.2628964,-6.4411114807797185,-11.04979072779987,500000.0,0.5,case_195,fno,2412
-4.0,0.00037471939124657087,-0.000301330823608289,0.017846819013357162,0.02368353,0.0070534044568524345,0.016747004830605487,0.045012593269348145,-0.2511147,2.522163374641677,-10.602925324054311,1000000.0,1.0,case_196,fno,2412
-2.0,0.0010154056594800075,0.006728911305970247,0.020178401842713356,0.02601312,0.07135731181212081,0.5126292154054829,-0.11272245645523071,-0.04446095,-5.5862925782666,-1.709174062934396,100000.0,0.09999999999999999,case_197,fno,2412
-2.0,0.0007697952127222568,0.005036742518355482,0.019173596054315567,0.02085671,0.07309409875772138,0.18949433865995935,-0.07752209901809692,-0.04155503,-4.043169512828469,-1.9924058012984789,200000.0,0.19999999999999998,case_198,fno,2412
-2.0,0.000616690614394661,0.001190361075720251,0.017841923981904984,0.01780723,0.07332221689028436,0.06398573402494659,0.03561803698539734,-0.04187082,1.9963114416091352,-2.3513381924083645,500000.0,0.5,case_199,fno,2412
-2.0,0.0005657894227737697,-0.00042415005874173715,0.020371848717331886,0.01677257,0.0733912979857443,0.03180143568907593,0.22024711966514587,-0.04199073,10.811346712866802,-2.503535832612414,1000000.0,1.0,case_200,fno,2412
0.0,0.0042853254767608465,0.0883004949021854,0.01789015531539917,0.02378885,0.1455052305792198,1.8117056854290847,0.06163850426673889,0.1850995,3.445386760487361,7.780935186022023,100000.0,0.09999999999999999,case_201,fno,2412
0.0,0.003988673827158595,0.02239976090259361,0.01813429594039917,0.01860017,0.14090156312162114,0.5266805185352743,0.09706896543502808,0.1720302,5.35278379453266,9.248850951362273,200000.0,0.19999999999999998,case_202,fno,2412
0.0,0.003855124617436865,0.002821006018702178,0.0201130248606205,0.01552474,0.1417296459456241,0.12350263833808438,0.20931309461593628,0.1734722,10.406843131077343,11.173919820879448,500000.0,0.5,case_203,fno,2412
0.0,0.003810220815869226,0.00042600919092201966,0.026733938604593277,0.01448149,0.14199121943139612,0.05012304889107019,0.43128257989883423,0.1739377,16.13239957933971,12.011036157191008,1000000.0,1.0,case_204,fno,2412
2.0,0.010475417852964259,0.18197273711784195,0.020869234576821327,0.02575955,0.21369663608386405,3.343800881069206,0.24015982449054718,0.3999266,11.507840577789262,15.525372143535117,100000.0,0.09999999999999999,case_205,fno,2412
2.0,0.010083470412488018,0.046931037745802096,0.022039316594600677,0.02039896,0.20892067271494086,0.9269093765429308,0.2829919755458832,0.3864956,12.840324441603249,18.94682866185335,200000.0,0.19999999999999998,case_206,fno,2412
2.0,0.009980933612004304,0.008583278139972169,0.02630741521716118,0.0173287,0.2103150721632099,0.19574579492081495,0.4189300537109375,0.389719,15.92440953445156,22.48980015811919,500000.0,0.5,case_207,fno,2412
